x,y
-6.138194246365484,1.8365846341869967
-6.110297478049938,1.8253275608596893
-5.960204539398715,1.7647611469583928
-5.902585694247424,1.7415104407272557
-5.879784492492026,1.7323095613562847
-5.723230805747161,1.66913606715749
-5.598478748123443,1.6187953594268356
-5.578138726847044,1.6105876305459306
-5.572598251964053,1.6083519044818766
-5.560469897699281,1.6034577973310482
-5.549805488025472,1.5991544299899785
-5.43573939325259,1.5531257868692483
-5.432883205324724,1.5519732405751083
-5.416404850941183,1.5453237949651133
-5.416349000674331,1.545301257926335
-5.331324630822355,1.5109917079739683
-5.304993927440435,1.5003665826771189
-5.28780348358571,1.4934297904002236
-5.281424404554916,1.4908556656988219
-5.273435342254857,1.4876318707735128
-5.260936117338327,1.4825881076455278
-5.258741072973665,1.4817023500161783
-5.250755032042603,1.4784797742920308
-5.243170077798192,1.4754190475028979
-5.205145377597438,1.4600750896090282
-5.170981194090233,1.4462889508506596
-5.136498988197398,1.4323744817683512
-5.1325601010904816,1.4307850381278195
-5.130936094078672,1.4301297089581744
-5.09585109694511,1.4159719978945327
-5.08203008333641,1.4103948585681765
-5.069156745089919,1.4052001309578386
-5.066837075325941,1.4042640837306875
-5.061194055529377,1.4019869781205014
-5.022448770824572,1.3863522455924933
-4.995829942812268,1.3756108544954275
-4.986736020641241,1.3719412198067733
-4.982005227044275,1.370032221251277
-4.980042532132487,1.369240222683872
-4.970557448439666,1.3654127441229875
-4.969309623194277,1.3649092141037342
-4.963650799257275,1.3626257311108438
-4.950697260554098,1.3573986405252827
-4.938362985222379,1.35242143885526
-4.915846676499914,1.3433355212506808
-4.905039096660951,1.3389743810153036
-4.891837121449535,1.3336470398215425
-4.890871140157209,1.3332572411854593
-4.88698066268326,1.3316873320939442
-4.874388786698877,1.3266061818445234
-4.860545671671938,1.3210201240196906
-4.845941971279896,1.3151271501704
-4.8383406708707675,1.3120598272776334
-4.829312158742136,1.3084165872464266
-4.829025358301311,1.308300855791222
-4.826601606624754,1.3073228087987692
-4.8247180983616955,1.3065627641086457
-4.813454322192823,1.3020175367604037
-4.811103823759176,1.3010690493612898
-4.804871474719533,1.298554134036796
-4.804212279937162,1.298288131755879
-4.801146432717646,1.2970509824714167
-4.799517922629786,1.2963938361931828
-4.797365152128444,1.295525137169829
-4.789301794672958,1.2922713622123143
-4.777978087335375,1.2877019510749992
-4.759680147364828,1.2803182552412302
-4.758032201859256,1.2796532662652382
-4.745217853021474,1.27448234241926
-4.719910759208651,1.2642702702706285
-4.718170336031439,1.263567964143094
-4.7106173638604965,1.260520142954428
-4.697040265206256,1.255041429671439
-4.693049829806838,1.2534311849509379
-4.686562444579598,1.2508133558755594
-4.680787942308763,1.2484831936590535
-4.672749386702337,1.2452394268942586
-4.667851958103522,1.2432631867710826
-4.664850336040783,1.242051954011828
-4.6629421127342505,1.2412819361573044
-4.662199121757791,1.2409821199273758
-4.653708189892677,1.2375558075480488
-4.649350629507564,1.2357974183243037
-4.645781996986803,1.234357382062396
-4.637693707945655,1.2310935465600614
-4.633993974144208,1.2296006075133845
-4.633560957470236,1.2294258739960207
-4.6268876195711055,1.22673300816946
-4.624752601298466,1.2258714726332147
-4.624431702476645,1.2257419815922805
-4.622031416318968,1.2247734035484776
-4.617863289061532,1.2230914555305648
-4.612576448264558,1.2209580774328521
-4.611724318342881,1.2206142207931074
-4.606702768993982,1.2185878947112532
-4.6040638596171455,1.2175230259772427
-4.588278120949704,1.2111530688662577
-4.58782333917584,1.210969552563638
-4.582613037810008,1.2088670601218927
-4.579859339400716,1.2077558710205587
-4.576696039285814,1.2064793969520593
-4.5751572558477385,1.2058584577163267
-4.573024341493898,1.2049977711661695
-4.570655848263857,1.2040420223975585
-4.558158561328092,1.1989990412953389
-4.556646212375968,1.1983887690638746
-4.555834759822823,1.198061326802856
-4.552007160652522,1.1965167907461967
-4.550490172465275,1.1959046464624097
-4.544297745064267,1.1934058405599233
-4.543650125799298,1.1931445093020703
-4.541529036030974,1.1922885942804544
-4.5412700742439505,1.1921840964478552
-4.539289301937607,1.1913848031804413
-4.536167238367006,1.1901249691326685
-4.53464354112089,1.1895101175687115
-4.523173283101892,1.1848815694106432
-4.515411875376059,1.1817496390413407
-4.515380975052032,1.181737169954977
-4.512092350357333,1.1804101241511233
-4.509324115696717,1.1792930692933972
-4.502681330671663,1.176612532348087
-4.499832792269314,1.1754630728369277
-4.496598262804003,1.174157855868479
-4.493689918030872,1.1729842629274647
-4.493616617871023,1.1729546844019167
-4.486868533220239,1.170231656312301
-4.484556287245035,1.1692986047774703
-4.480527503562502,1.1676728855249332
-4.47565945768881,1.1657085020973978
-4.47276139376375,1.1645390577466181
-4.472179153555071,1.1643041086425114
-4.469465695251834,1.163209157473092
-4.464993036026026,1.161404322866321
-4.46300595048816,1.1606024820453928
-4.462704152273867,1.160480698597578
-4.445315695805523,1.153464003068592
-4.439064226061312,1.150941372041298
-4.425547989238462,1.1454872180940363
-4.422898042380205,1.1444178954485078
-4.422055193323654,1.144077783879809
-4.4213540749819815,1.1437948643497018
-4.413030594768176,1.1404361230774034
-4.403427018847523,1.1365608298133114
-4.402483039729147,1.1361799096280483
-4.400823752423994,1.1355103439402277
-4.395302966366414,1.1332825628305445
-4.390731210160963,1.1314377400088758
-4.390683955463804,1.131418671506569
-4.383210761510252,1.1284030429085623
-4.372483172337673,1.1240741809925514
-4.3708718635769985,1.1234239758983018
-4.367524932336361,1.1220734018830205
-4.366310058129218,1.1215831684667854
-4.365001485900432,1.1210551254559635
-4.3615661638273675,1.1196688834353117
-4.360292249785162,1.1191548259063682
-4.359040955309691,1.1186498959623294
-4.3529492564153465,1.1161917366384306
-4.352528295038846,1.1160218677478972
-4.351151930513595,1.1154664687780018
-4.350575277554998,1.1152337742749718
-4.34979887209967,1.114920474431653
-4.348728298426372,1.1144884700429625
-4.3450833521816765,1.1130176392038305
-4.343985004343101,1.1125744272153348
-4.339902186358102,1.1109269037129952
-4.328310375835757,1.1062493059507637
-4.324291391867837,1.1046275411385675
-4.321725711921887,1.1035922223891237
-4.320387610881606,1.1030522637330022
-4.319297318483125,1.1026123023246024
-4.313912092264964,1.1004392231443807
-4.313806735036188,1.1003967087557438
-4.310278189576161,1.0989728486679744
-4.310235120239227,1.098955469067637
-4.307658772847864,1.0979158457258529
-4.306907024347548,1.0976124956067268
-4.302077308861663,1.0956635794900045
-4.301976364445334,1.0956228457862385
-4.300805147891281,1.0951502293712472
-4.298299185288097,1.094139008126534
-4.295767281423429,1.093117318906482
-4.290748353537974,1.0910920506534718
-4.2898775206064,1.0907406468616183
-4.288257741497267,1.0900870237609308
-4.2836773862576125,1.088238731004771
-4.279042931229347,1.086368607573441
-4.277991061854054,1.0859441508566454
-4.274500367990687,1.0845355648749782
-4.273277533194691,1.0840421191535954
-4.2668381310860095,1.0814436525175497
-4.26202059683048,1.0794996518448587
-4.260155578268806,1.0787470682312994
-4.2474563081045105,1.0736225816303513
-4.246390047072861,1.0731923175050027
-4.242206657202806,1.0715042106249784
-4.240761760786338,1.0709211572502446
-4.240353552026958,1.0707564343732006
-4.2389844673338795,1.070203973005383
-4.238576237113317,1.070039241468191
-4.234437044469288,1.0683689693211587
-4.2285805476572405,1.0660057201695485
-4.224960440733189,1.064544912643896
-4.223988060510945,1.0641525318727612
-4.22388159456158,1.0641095700864602
-4.223278863456651,1.0638663523714873
-4.213150368455972,1.0597792405731512
-4.2131206311653004,1.0597672408010683
-4.209514386622315,1.0583120271075894
-4.207213258343102,1.0573834618529456
-4.203371410284734,1.0558331759984616
-4.203087707525563,1.0557186945385655
-4.19194331903256,1.051221643230159
-4.191707303064402,1.0511264046337054
-4.190105710840167,1.0504801204152356
-4.1874649573620735,1.0494145075382884
-4.1865047697243405,1.0490270467928833
-4.183621184144105,1.0478634448317132
-4.182676151680466,1.047482099594174
-4.182553412400254,1.0474325710946049
-4.18060581684248,1.0466466655102087
-4.179511808688463,1.046205204697574
-4.178890243709624,1.0459543870234504
-4.177834539185388,1.0455283827240685
-4.175064149173389,1.0444104581258653
-4.175039885413709,1.044400667066241
-4.174676267497438,1.0442539377569435
-4.173391606727164,1.0437355436430404
-4.171367022906055,1.042918571287185
-4.168812403661273,1.0418877158190327
-4.166026062008778,1.0407633543180057
-4.165636675590177,1.040606226746192
-4.164747334580409,1.0402473544622528
-4.164074875560773,1.039975999715781
-4.162878353117424,1.039493171714695
-4.156591968641028,1.0369564516826832
-4.1547335860783,1.0362065458677088
-4.154671499966568,1.0361814925029442
-4.151949161814839,1.0350829580831464
-4.14960258232613,1.0341360520804888
-4.144091004984599,1.031911986927817
-4.1373226152524625,1.0291678473198884
-4.136175961921199,1.0287019135211524
-4.13595589288205,1.0286124901526426
-4.134845349824401,1.0281612294870142
-4.1336975833463505,1.027694843369606
-4.1290431845512945,1.0258035640681058
-4.12781355120107,1.0253039119742235
-4.1273369057096625,1.0251102307295026
-4.125257148761004,1.0242651374226444
-4.117621227796281,1.0211623394235105
-4.117477025496717,1.0211037439235535
-4.116845646285791,1.0208471878170398
-4.116742738739385,1.0208053721237453
-4.115401370843547,1.020260317553047
-4.114876162883436,1.0200469033211175
-4.113476698119406,1.0194782415330046
-4.111491575804705,1.0186716022848314
-4.110691585673468,1.0183465324222707
-4.1102605505721375,1.0181713846102192
-4.109543682626833,1.0178800908112642
-4.101141506204701,1.0144659307758992
-4.097299506000205,1.0129047634193664
-4.095386959798446,1.012127614918814
-4.092156960899018,1.01081512960517
-4.0854354492784015,1.008083894839389
-4.083981518864994,1.007493101351813
-4.080249227104848,1.0059765131813663
-4.079050545612807,1.0054894381379906
-4.072732924633327,1.002922321240765
-4.068105716516659,1.0010420906631696
-4.066054681814148,1.0002086684210443
-4.06394885002173,0.9993529798011369
-4.061047892188981,0.9981741978047529
